Knowledge Base,Question,Option 1,Option 2,Actual Answer,Bit Representation,Opt1GenderFeature,Opt2GenderFeature 
bee landed on flower because it had pollen. ,what does it refer to? ,it refers to bee ,it refers to flower ,flower ,1 ,bee ,flower ,1 ,1  
teachers failed students because they graded test incorrectly. ,what graded test incorrectly? ,teachers graded test incorrectly ,students graded test incorrectly ,teachers ,0 ,teachers ,students ,1 ,1 
river destroyed bridge because it was high. ,what does it refer to? ,it refers to river ,it refers to bridge ,river ,0 ,river ,bridge ,1 ,1 
river destroyed bridge because it was high. ,what was high? ,river was high ,bridge was high ,river ,0 ,river ,bridge ,1 ,1 
river destroyed bridge because it was low. ,what does it refer to? ,it refers to river ,it refers to bridge ,bridge ,1 ,river ,bridge ,1 ,1 
river destroyed bridge because it was low. ,what was low? ,river was low ,bridge was low ,bridge ,1 ,river ,bridge ,1 ,1 
army crossed river because it was shallow. ,what does it refer to? ,it refers to army ,it refers to river ,river ,1 ,army ,river ,1 ,1 
army crossed river because it was shallow. ,what was shallow? ,army was shallow ,river was shallow ,river ,1 ,army ,river ,1 ,1 
army crossed river because it was retreating. ,what does it refer to? ,it refers to army ,it refers to river ,army ,0 ,army ,river ,1 ,1 
army crossed river because it was retreating. ,what was retreating? ,army was retreating ,river was retreating ,army ,0 ,army ,river ,1 ,1 
"young up-and-comer destroyed old veteran star in shootout, so he got benched for rest of season. ",what does he refer to? ,he refers to young up-and-comer ,he refers to old veteran star ,old veteran star ,1 ,young up-and-comer ,old veteran star ,1 ,1 
"young up-and-comer destroyed old veteran star in shootout, so he got benched for rest of season. ",what got benched for rest of season? ,young up-and-comer got benched for rest of season ,old veteran star got benched for rest of season ,old veteran star ,1 ,young up-and-comer ,old veteran star ,1 ,1 
"young up-and-comer destroyed old veteran star in shootout, so he got placed on starting line for rest of season. ",what does he refer to? ,he refers to young up-and-comer ,he refers to old veteran star ,young up-and-comer ,0 ,young up-and-comer ,old veteran star ,1 ,1 
"young up-and-comer destroyed old veteran star in shootout, so he got placed on starting line for rest of season. ",what got placed on starting line for rest of season? ,young up-and-comer got placed on starting line for rest of season ,old veteran star got placed on starting line for rest of season ,young up-and-comer ,0 ,young up-and-comer ,old veteran star ,1 ,1 
monkeys hate lions because they eat them. ,what does they refer to? ,they refers to monkeys ,they refers to lions ,monkeys ,0 ,monkeys ,lions ,1 ,1 
monkeys hate lions because they eat them. ,what eat them? ,monkeys eat them ,lions eat them ,monkeys ,0 ,monkeys ,lions ,1 ,1 
monkeys hate lions because they are scary. ,what does they refer to? ,they refers to monkeys ,they refers to lions ,lions ,1 ,monkeys ,lions ,1 ,1 
monkeys hate lions because they are scary. ,what are scary? ,monkeys are scary ,lions are scary ,lions ,1 ,monkeys ,lions ,1 ,1 
sword was stuck in tree because it was wedged in there really well. ,what does it refer to? ,it refers to sword ,it refers to tree ,sword ,0 ,sword ,tree ,1 ,1 
sword was stuck in tree because it was wedged in there really well. ,what was wedged in there really well? ,sword was wedged in there really well ,tree was wedged in there really well ,sword ,0 ,sword ,tree ,1 ,1 
sword was stuck in tree because it grew up around it. ,what does it refer to? ,it refers to sword ,it refers to tree ,tree ,1 ,sword ,tree ,1 ,1 
sword was stuck in tree because it grew up around it. ,what grew up around it? ,sword grew up around it ,tree grew up around it ,tree ,1 ,sword ,tree ,1 ,1 
"in last week's tennis match, djokovic imitated roddick's serve because he was better player. ",what does he refer to? ,he refers to djokovic ,he refers to roddick ,roddick ,1 ,djokovic ,roddick ,1 ,1 
"in last week's tennis match, djokovic imitated roddick's serve because he was better player. ",what was better player? ,djokovic was better player ,roddick was better player ,roddick ,1 ,djokovic ,roddick ,1 ,1 
"in last week's tennis match, djokovic imitated roddick's serve because he was funny. ",what does he refer to? ,he refers to djokovic ,he refers to roddick ,djokovic ,0 ,djokovic ,roddick ,1 ,1 
"in last week's tennis match, djokovic imitated roddick's serve because he was funny. ",what was funny? ,djokovic was funny ,roddick was funny ,djokovic ,0 ,djokovic ,roddick ,1 ,1 
infection spread throughout building because it was airborne. ,what does it refer to? ,it refers to infection ,it refers to building ,infection ,0 ,infection ,building ,1 ,1 
infection spread throughout building because it was airborne. ,what was airborne? ,infection was airborne ,building was airborne ,infection ,0 ,infection ,building ,1 ,1 
infection spread throughout building because it was ventilated. ,what does it refer to? ,it refers to infection ,it refers to building ,building ,1 ,infection ,building ,1 ,1 
infection spread throughout building because it was ventilated. ,what was ventilated? ,infection was ventilated ,building was ventilated ,building ,1 ,infection ,building ,1 ,1 
museum curator looked at patron and said he should leave. ,what does he refer to? ,he refers to museum curator ,he refers to patron ,patron ,1 ,museum curator ,patron ,1 ,1 
museum curator looked at patron and said he should leave. ,what should leave? ,museum curator should leave ,patron should leave ,patron ,1 ,museum curator ,patron ,1 ,1 
museum curator looked at patron and he saw him squirm. ,what does he refer to? ,he refers to museum curator ,he refers to patron ,museum curator ,0 ,museum curator ,patron ,1 ,1 
museum curator looked at patron and he saw him squirm. ,what saw him squirm? ,museum curator saw him squirm ,patron saw him squirm ,museum curator ,0 ,museum curator ,patron ,1 ,1 
our professor told ta that he needed his help. ,what does he refer to? ,he refers to our professor ,he refers to ta ,our professor ,0 ,our professor ,ta ,1 ,1 
our professor told ta that he needed his help. ,what needed his help? ,our professor needed his help ,ta needed his help ,our professor ,0 ,our professor ,ta ,1 ,1 
our professor told ta that he could have day off. ,what does he refer to? ,he refers to our professor ,he refers to ta ,ta ,1 ,our professor ,ta ,1 ,1 
our professor told ta that he could have day off. ,what could have day off? ,our professor could have day off ,ta could have day off ,ta ,1 ,our professor ,ta ,1 ,1 
jack shouted at bill because he crashed car. ,what does he refer to? ,he refers to jack ,he refers to bill ,bill ,1 ,jack ,bill ,0 ,1 
jack shouted at bill because he crashed car. ,what crashed car? ,jack crashed car ,bill crashed car ,bill ,1 ,jack ,bill ,0 ,1 
jack shouted at bill because he was angry. ,what does he refer to? ,he refers to jack ,he refers to bill ,jack ,0 ,jack ,bill ,0 ,1 
jack shouted at bill because he was angry. ,what was angry? ,jack was angry ,bill was angry ,jack ,0 ,jack ,bill ,0 ,1 
golfers waved on players because they were waiting. ,what does they refer to? ,they refers to golfers ,they refers to players ,players ,1 ,golfers ,players ,1 ,1 
golfers waved on players because they were waiting. ,what were waiting? ,golfers were waiting ,players were waiting ,players ,1 ,golfers ,players ,1 ,1 
golfers waved on players because they were holding them up. ,what does they refer to? ,they refers to golfers ,they refers to players ,golfers ,0 ,golfers ,players ,1 ,1 
golfers waved on players because they were holding them up. ,what were holding them up? ,golfers were holding them up ,players were holding them up ,golfers ,0 ,golfers ,players ,1 ,1 
allen laughed at jimmy because he told a funny joke. ,what does he refer to? ,he refers to allen ,he refers to jimmy ,jimmy ,1 ,allen ,jimmy ,0 ,0 
allen laughed at jimmy because he told a funny joke. ,what told a funny joke? ,allen told a funny joke ,jimmy told a funny joke ,jimmy ,1 ,allen ,jimmy ,0 ,0 
allen laughed at jimmy because he was making fun of him. ,what does he refer to? ,he refers to allen ,he refers to jimmy ,allen ,0 ,allen ,jimmy ,0 ,0 
allen laughed at jimmy because he was making fun of him. ,what was making fun of him? ,allen was making fun of him ,jimmy was making fun of him ,allen ,0 ,allen ,jimmy ,0 ,0 
construction workers hollered at girls when they walked by. ,what does they refer to? ,they refers to construction workers ,they refers to girls ,girls ,1 ,construction workers ,girls ,1 ,1 
construction workers hollered at girls when they walked by. ,what walked by? ,construction workers walked by ,girls walked by ,girls ,1 ,construction workers ,girls ,1 ,1 
construction workers hollered at girls when they saw them. ,what does they refer to? ,they refers to construction workers ,they refers to girls ,construction workers ,0 ,construction workers ,girls ,1 ,1 
construction workers hollered at girls when they saw them. ,what saw them? ,construction workers saw them ,girls saw them ,construction workers ,0 ,construction workers ,girls ,1 ,1 
todd told bill that he should run presidency race. ,what does he refer to? ,he refers to todd ,he refers to bill ,bill ,1 ,todd ,bill ,0 ,1 
todd told bill that he should run presidency race. ,what should run presidency race? ,todd should run presidency race ,bill should run presidency race ,bill ,1 ,todd ,bill ,0 ,1 
todd told bill that he needed some money. ,what does he refer to? ,he refers to todd ,he refers to bill ,todd ,0 ,todd ,bill ,0 ,1 
todd told bill that he needed some money. ,what needed some money? ,todd needed some money ,bill needed some money ,todd ,0 ,todd ,bill ,0 ,1 
sally was really happy that beth finally got a job because she had been unemployed for years. ,what does she refer to? ,she refers to sally ,she refers to beth ,beth ,1 ,sally ,beth ,1 ,1 
sally was really happy that beth finally got a job because she had been unemployed for years. ,what had been unemployed for years? ,sally had been unemployed for years ,beth had been unemployed for years ,beth ,1 ,sally ,beth ,1 ,1 
sally was really happy that beth finally got a job because she is a concerned friend. ,what does she refer to? ,she refers to sally ,she refers to beth ,sally ,0 ,sally ,beth ,1 ,1 
sally was really happy that beth finally got a job because she is a concerned friend. ,what is a concerned friend? ,sally is a concerned friend ,beth is a concerned friend ,sally ,0 ,sally ,beth ,1 ,1 
painting was at museum because it was having a display. ,what does it refer to? ,it refers to painting ,it refers to museum ,museum ,1 ,painting ,museum ,1 ,1 
painting was at museum because it was having a display. ,what was having a display? ,painting was having a display ,museum was having a display ,museum ,1 ,painting ,museum ,1 ,1 
painting was at museum because it was on display. ,what does it refer to? ,it refers to painting ,it refers to museum ,painting ,0 ,painting ,museum ,1 ,1 
painting was at museum because it was on display. ,what was on display? ,painting was on display ,museum was on display ,painting ,0 ,painting ,museum ,1 ,1 
jill was writing on a pad for jane because she needed directions. ,what does she refer to? ,she refers to jill ,she refers to jane ,jane ,1 ,jill ,jane ,1 ,1 
jill was writing on a pad for jane because she needed directions. ,what needed directions? ,jill needed directions ,jane needed directions ,jane ,1 ,jill ,jane ,1 ,1 
jill was writing on a pad for jane because she wanted to leave her address. ,what does she refer to? ,she refers to jill ,she refers to jane ,jill ,0 ,jill ,jane ,1 ,1 
jill was writing on a pad for jane because she wanted to leave her address. ,what wanted to leave her address? ,jill wanted to leave her address ,jane wanted to leave her address ,jill ,0 ,jill ,jane ,1 ,1 
military prepared to go to battle with an amish colony because they were amassing a dangerous number of goats without a permit. ,what does they refer to? ,they refers to military ,they refers to an amish colony ,an amish colony ,1 ,military ,an amish colony ,1 ,1 
military prepared to go to battle with an amish colony because they were amassing a dangerous number of goats without a permit. ,what were amassing a dangerous number of goats without a permit? ,military were amassing a dangerous number of goats without a permit ,an amish colony were amassing a dangerous number of goats without a permit ,an amish colony ,1 ,military ,an amish colony ,1 ,1 
